epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.8957420587539673,1.6057194471359253,0.8526621460914612,2.2692835330963135
1,0.8957420587539673,1.6057194471359253,0.8526621460914612,2.2692835330963135
2,0.8957420587539673,1.6057194471359253,0.8526621460914612,2.2692835330963135
3,0.8957420587539673,1.6057194471359253,0.8526621460914612,2.2692835330963135
4,0.8957420587539673,1.6057194471359253,0.8526621460914612,2.2692835330963135
5,0.8957420587539673,1.6057194471359253,0.8526621460914612,2.2692835330963135
6,0.8957420587539673,1.6057194471359253,0.8526621460914612,2.2692835330963135
7,0.8957420587539673,1.6057194471359253,0.8526621460914612,2.2692835330963135
8,0.8957420587539673,1.6057194471359253,0.8526621460914612,2.2692835330963135
9,0.8957420587539673,1.6057194471359253,0.8526621460914612,2.2692835330963135
